product_id,product_name,category,month,avg_price,monthly_units,true_demand,is_launch
P1014,OmegaWare Earphones Model 15,Electronics,2024-03,837,34.0,34,False
P1015,DeltaTech Mobile Model 1,Electronics,2024-01,879,38.0,38,False
P1015,DeltaTech Mobile Model 1,Electronics,2024-02,879,24.0,24,False
P1015,DeltaTech Mobile Model 1,Electronics,2024-03,879,10.0,10,False
P1016,AlphaTech Mobile Model 2,Electronics,2024-01,3068,33.0,33,False
P1016,AlphaTech Mobile Model 2,Electronics,2024-02,3068,10.0,10,False
P1016,AlphaTech Mobile Model 2,Electronics,2024-03,3068,17.0,17,False
P1017,GammaElectro Mobile Model 3,Electronics,2024-01,891,44.0,44,False
P1017,GammaElectro Mobile Model 3,Electronics,2024-02,891,44.0,44,False
P1017,GammaElectro Mobile Model 3,Electronics,2024-03,891,42.0,42,False
P1018,GammaElectro Mobile Model 4,Electronics,2024-01,4061,48.0,48,False
P1018,GammaElectro Mobile Model 4,Electronics,2024-02,4061,37.0,37,False
P1018,GammaElectro Mobile Model 4,Electronics,2024-03,4061,16.0,16,False
P1019,AlphaTech Mobile Model 5,Electronics,2024-01,3604,32.0,32,False
P1019,AlphaTech Mobile Model 5,Electronics,2024-02,3604,33.0,33,False
P1019,AlphaTech Mobile Model 5,Electronics,2024-03,3604,46.0,46,False
P1020,GammaElectro Mobile Model 6,Electronics,2024-01,3231,49.0,49,False
P1020,GammaElectro Mobile Model 6,Electronics,2024-02,3231,31.0,31,False
P1020,GammaElectro Mobile Model 6,Electronics,2024-03,3231,36.0,36,False
P1021,GammaElectro Mobile Model 7,Electronics,2024-01,3190,10.0,10,False
P1021,GammaElectro Mobile Model 7,Electronics,2024-02,3190,14.0,14,False
P1021,GammaElectro Mobile Model 7,Electronics,2024-03,3190,35.0,35,False
P1022,GammaElectro Mobile Model 8,Electronics,2024-01,4988,24.0,24,False
P1022,GammaElectro Mobile Model 8,Electronics,2024-02,4988,24.0,24,False
P1022,GammaElectro Mobile Model 8,Electronics,2024-03,4988,35.0,35,False
P1023,BetaGear Mobile Model 9,Electronics,2024-01,1984,41.0,41,False
P1023,BetaGear Mobile Model 9,Electronics,2024-02,1984,48.0,48,False
P1023,BetaGear Mobile Model 9,Electronics,2024-03,1984,41.0,41,False
P1024,DeltaTech Mobile Model 10,Electronics,2024-01,2257,46.0,46,False
P1024,DeltaTech Mobile Model 10,Electronics,2024-02,2257,32.0,32,False
P1024,DeltaTech Mobile Model 10,Electronics,2024-03,2257,48.0,48,False
P1025,OmegaWare Mobile Model 11,Electronics,2024-01,2178,38.0,38,False
P1025,OmegaWare Mobile Model 11,Electronics,2024-02,2178,45.0,45,False
P1025,OmegaWare Mobile Model 11,Electronics,2024-03,2178,22.0,22,False
P1026,GammaElectro Mobile Model 12,Electronics,2024-01,3814,31.0,31,False
P1026,GammaElectro Mobile Model 12,Electronics,2024-02,3814,37.0,37,False
P1026,GammaElectro Mobile Model 12,Electronics,2024-03,3814,11.0,11,False
P1027,BetaGear Mobile Model 13,Electronics,2024-01,2097,15.0,15,False
P1027,BetaGear Mobile Model 13,Electronics,2024-02,2097,37.0,37,False
P1027,BetaGear Mobile Model 13,Electronics,2024-03,2097,37.0,37,False
P1028,DeltaTech Mobile Model 14,Electronics,2024-01,4127,29.0,29,False
P1028,DeltaTech Mobile Model 14,Electronics,2024-02,4127,39.0,39,False
P1028,DeltaTech Mobile Model 14,Electronics,2024-03,4127,20.0,20,False
P1029,BetaGear Mobile Model 15,Electronics,2024-01,2538,37.0,37,False
P1029,BetaGear Mobile Model 15,Electronics,2024-02,2538,34.0,34,False
P1029,BetaGear Mobile Model 15,Electronics,2024-03,2538,48.0,48,False
P1030,AlphaTech Television Model 1,Electronics,2024-01,1806,22.0,22,False
P1030,AlphaTech Television Model 1,Electronics,2024-02,1806,12.0,12,False
P1030,AlphaTech Television Model 1,Electronics,2024-03,1806,48.0,48,False
P1031,GammaElectro Television Model 2,Electronics,2024-01,4913,46.0,46,False
P1031,GammaElectro Television Model 2,Electronics,2024-02,4913,42.0,42,False
P1031,GammaElectro Television Model 2,Electronics,2024-03,4913,33.0,33,False
P1032,GammaElectro Television Model 3,Electronics,2024-01,3945,41.0,41,False
P1032,GammaElectro Television Model 3,Electronics,2024-02,3945,41.0,41,False
P1032,GammaElectro Television Model 3,Electronics,2024-03,3945,33.0,33,False
P1033,AlphaTech Television Model 4,Electronics,2024-01,4263,21.0,21,False
P1033,AlphaTech Television Model 4,Electronics,2024-02,4263,48.0,48,False
P1033,AlphaTech Television Model 4,Electronics,2024-03,4263,11.0,11,False
P1034,GammaElectro Television Model 5,Electronics,2024-01,2136,26.0,26,False
P1034,GammaElectro Television Model 5,Electronics,2024-02,2136,11.0,11,False
P1034,GammaElectro Television Model 5,Electronics,2024-03,2136,11.0,11,False
P1035,DeltaTech Television Model 6,Electronics,2024-01,1354,46.0,46,False
P1035,DeltaTech Television Model 6,Electronics,2024-02,1354,41.0,41,False
P1035,DeltaTech Television Model 6,Electronics,2024-03,1354,42.0,42,False
P1036,AlphaTech Television Model 7,Electronics,2024-01,3974,11.0,11,False
P1036,AlphaTech Television Model 7,Electronics,2024-02,3974,35.0,35,False
P1036,AlphaTech Television Model 7,Electronics,2024-03,3974,41.0,41,False
P1037,DeltaTech Television Model 8,Electronics,2024-01,4010,20.0,20,False
P1037,DeltaTech Television Model 8,Electronics,2024-02,4010,26.0,26,False
P1037,DeltaTech Television Model 8,Electronics,2024-03,4010,47.0,47,False
P1038,OmegaWare Television Model 9,Electronics,2024-01,3431,43.0,43,False
P1038,OmegaWare Television Model 9,Electronics,2024-02,3431,15.0,15,False
P1038,OmegaWare Television Model 9,Electronics,2024-03,3431,31.0,31,False
P1039,GammaElectro Television Model 10,Electronics,2024-01,4082,25.0,25,False
P1039,GammaElectro Television Model 10,Electronics,2024-02,4082,42.0,42,False
P1039,GammaElectro Television Model 10,Electronics,2024-03,4082,18.0,18,False
P1040,DeltaTech Television Model 11,Electronics,2024-01,4782,15.0,15,False
P1040,DeltaTech Television Model 11,Electronics,2024-02,4782,25.0,25,False
P1040,DeltaTech Television Model 11,Electronics,2024-03,4782,38.0,38,False
P1041,GammaElectro Television Model 12,Electronics,2024-01,1159,45.0,45,False
P1041,GammaElectro Television Model 12,Electronics,2024-02,1159,28.0,28,False
P1041,GammaElectro Television Model 12,Electronics,2024-03,1159,35.0,35,False
P1042,GammaElectro Television Model 13,Electronics,2024-01,646,29.0,29,False
P1042,GammaElectro Television Model 13,Electronics,2024-02,646,41.0,41,False
P1042,GammaElectro Television Model 13,Electronics,2024-03,646,16.0,16,False
P1043,DeltaTech Television Model 14,Electronics,2024-01,988,42.0,42,False
P1043,DeltaTech Television Model 14,Electronics,2024-02,988,49.0,49,False
P1043,DeltaTech Television Model 14,Electronics,2024-03,988,48.0,48,False
P1044,BetaGear Television Model 15,Electronics,2024-01,3419,10.0,10,False
P1044,BetaGear Television Model 15,Electronics,2024-02,3419,20.0,20,False
P1044,BetaGear Television Model 15,Electronics,2024-03,3419,37.0,37,False
P1045,AlphaTech Laptop Model 1,Electronics,2024-01,4561,44.0,44,False
P1045,AlphaTech Laptop Model 1,Electronics,2024-02,4561,16.0,16,False
P1045,AlphaTech Laptop Model 1,Electronics,2024-03,4561,25.0,25,False
P1046,BetaGear Laptop Model 2,Electronics,2024-01,1123,11.0,11,False
P1046,BetaGear Laptop Model 2,Electronics,2024-02,1123,10.0,10,False
P1046,BetaGear Laptop Model 2,Electronics,2024-03,1123,21.0,21,False
P1047,OmegaWare Laptop Model 3,Electronics,2024-01,3608,41.0,41,False
P1047,OmegaWare Laptop Model 3,Electronics,2024-02,3608,18.0,18,False
P1047,OmegaWare Laptop Model 3,Electronics,2024-03,3608,44.0,44,False
P1048,GammaElectro Laptop Model 4,Electronics,2024-01,2755,12.0,12,False
P1048,GammaElectro Laptop Model 4,Electronics,2024-02,2755,29.0,29,False
P1048,GammaElectro Laptop Model 4,Electronics,2024-03,2755,33.0,33,False
P1049,AlphaTech Laptop Model 5,Electronics,2024-01,4491,20.0,20,False
P1049,AlphaTech Laptop Model 5,Electronics,2024-02,4491,17.0,17,False
P1049,AlphaTech Laptop Model 5,Electronics,2024-03,4491,45.0,45,False
P1050,DeltaTech Laptop Model 6,Electronics,2024-01,753,44.0,44,False
P1050,DeltaTech Laptop Model 6,Electronics,2024-02,753,34.0,34,False
P1050,DeltaTech Laptop Model 6,Electronics,2024-03,753,44.0,44,False
P1051,AlphaTech Laptop Model 7,Electronics,2024-01,3461,27.0,27,False
P1051,AlphaTech Laptop Model 7,Electronics,2024-02,3461,11.0,11,False
P1051,AlphaTech Laptop Model 7,Electronics,2024-03,3461,44.0,44,False
P1052,OmegaWare Laptop Model 8,Electronics,2024-01,4567,42.0,42,False
P1052,OmegaWare Laptop Model 8,Electronics,2024-02,4567,13.0,13,False
P1052,OmegaWare Laptop Model 8,Electronics,2024-03,4567,42.0,42,False
P1053,OmegaWare Laptop Model 9,Electronics,2024-01,4487,17.0,17,False
P1053,OmegaWare Laptop Model 9,Electronics,2024-02,4487,16.0,16,False
P1053,OmegaWare Laptop Model 9,Electronics,2024-03,4487,12.0,12,False
P1054,AlphaTech Laptop Model 10,Electronics,2024-01,3604,21.0,21,False
P1054,AlphaTech Laptop Model 10,Electronics,2024-02,3604,31.0,31,False
P1054,AlphaTech Laptop Model 10,Electronics,2024-03,3604,31.0,31,False
P1055,OmegaWare Laptop Model 11,Electronics,2024-01,1062,17.0,17,False
P1055,OmegaWare Laptop Model 11,Electronics,2024-02,1062,36.0,36,False
P1055,OmegaWare Laptop Model 11,Electronics,2024-03,1062,36.0,36,False
P1056,BetaGear Laptop Model 12,Electronics,2024-01,1459,42.0,42,False
P1056,BetaGear Laptop Model 12,Electronics,2024-02,1459,14.0,14,False
P1056,BetaGear Laptop Model 12,Electronics,2024-03,1459,28.0,28,False
P1057,DeltaTech Laptop Model 13,Electronics,2024-01,3620,26.0,26,False
P1057,DeltaTech Laptop Model 13,Electronics,2024-02,3620,37.0,37,False
P1057,DeltaTech Laptop Model 13,Electronics,2024-03,3620,39.0,39,False
P1058,OmegaWare Laptop Model 14,Electronics,2024-01,1569,15.0,15,False
P1058,OmegaWare Laptop Model 14,Electronics,2024-02,1569,44.0,44,False
P1058,OmegaWare Laptop Model 14,Electronics,2024-03,1569,46.0,46,False
P1059,OmegaWare Laptop Model 15,Electronics,2024-01,801,40.0,40,False
P1059,OmegaWare Laptop Model 15,Electronics,2024-02,801,44.0,44,False
P1059,OmegaWare Laptop Model 15,Electronics,2024-03,801,42.0,42,False
P1060,DeltaTech Smartwatch Model 1,Electronics,2024-01,690,30.0,30,False
P1060,DeltaTech Smartwatch Model 1,Electronics,2024-02,690,41.0,41,False
P1060,DeltaTech Smartwatch Model 1,Electronics,2024-03,690,32.0,32,False
P1061,AlphaTech Smartwatch Model 2,Electronics,2024-01,3827,12.0,12,False
P1061,AlphaTech Smartwatch Model 2,Electronics,2024-02,3827,27.0,27,False
P1061,AlphaTech Smartwatch Model 2,Electronics,2024-03,3827,34.0,34,False
P1062,BetaGear Smartwatch Model 3,Electronics,2024-01,1069,12.0,12,False
P1062,BetaGear Smartwatch Model 3,Electronics,2024-02,1069,49.0,49,False
P1062,BetaGear Smartwatch Model 3,Electronics,2024-03,1069,33.0,33,False
P1063,BetaGear Smartwatch Model 4,Electronics,2024-01,4514,31.0,31,False
P1063,BetaGear Smartwatch Model 4,Electronics,2024-02,4514,32.0,32,False
P1063,BetaGear Smartwatch Model 4,Electronics,2024-03,4514,11.0,11,False
P1064,GammaElectro Smartwatch Model 5,Electronics,2024-01,3037,11.0,11,False
P1064,GammaElectro Smartwatch Model 5,Electronics,2024-02,3037,35.0,35,False
P1064,GammaElectro Smartwatch Model 5,Electronics,2024-03,3037,26.0,26,False
P1065,AlphaTech Smartwatch Model 6,Electronics,2024-01,4841,48.0,48,False
P1065,AlphaTech Smartwatch Model 6,Electronics,2024-02,4841,38.0,38,False
P1065,AlphaTech Smartwatch Model 6,Electronics,2024-03,4841,35.0,35,False
P1066,GammaElectro Smartwatch Model 7,Electronics,2024-01,2341,34.0,34,False
P1066,GammaElectro Smartwatch Model 7,Electronics,2024-02,2341,33.0,33,False
P1066,GammaElectro Smartwatch Model 7,Electronics,2024-03,2341,22.0,22,False
P1067,DeltaTech Smartwatch Model 8,Electronics,2024-01,3450,45.0,45,False
P1067,DeltaTech Smartwatch Model 8,Electronics,2024-02,3450,29.0,29,False
P1067,DeltaTech Smartwatch Model 8,Electronics,2024-03,3450,10.0,10,False
P1068,DeltaTech Smartwatch Model 9,Electronics,2024-01,1666,37.0,37,False
P1068,DeltaTech Smartwatch Model 9,Electronics,2024-02,1666,43.0,43,False
P1068,DeltaTech Smartwatch Model 9,Electronics,2024-03,1666,11.0,11,False
P1069,GammaElectro Smartwatch Model 10,Electronics,2024-01,4236,31.0,31,False
P1069,GammaElectro Smartwatch Model 10,Electronics,2024-02,4236,31.0,31,False
P1069,GammaElectro Smartwatch Model 10,Electronics,2024-03,4236,15.0,15,False
P1070,GammaElectro Smartwatch Model 11,Electronics,2024-01,2991,46.0,46,False
P1070,GammaElectro Smartwatch Model 11,Electronics,2024-02,2991,42.0,42,False
P1070,GammaElectro Smartwatch Model 11,Electronics,2024-03,2991,17.0,17,False
P1071,OmegaWare Smartwatch Model 12,Electronics,2024-01,3551,14.0,14,False
P1071,OmegaWare Smartwatch Model 12,Electronics,2024-02,3551,48.0,48,False
P1071,OmegaWare Smartwatch Model 12,Electronics,2024-03,3551,13.0,13,False
P1072,OmegaWare Smartwatch Model 13,Electronics,2024-01,1491,39.0,39,False
P1072,OmegaWare Smartwatch Model 13,Electronics,2024-02,1491,44.0,44,False
P1072,OmegaWare Smartwatch Model 13,Electronics,2024-03,1491,49.0,49,False
P1073,DeltaTech Smartwatch Model 14,Electronics,2024-01,4864,39.0,39,False
P1073,DeltaTech Smartwatch Model 14,Electronics,2024-02,4864,28.0,28,False
P1073,DeltaTech Smartwatch Model 14,Electronics,2024-03,4864,26.0,26,False
P1074,GammaElectro Smartwatch Model 15,Electronics,2024-01,4175,35.0,35,False
P1074,GammaElectro Smartwatch Model 15,Electronics,2024-02,4175,46.0,46,False
P1074,GammaElectro Smartwatch Model 15,Electronics,2024-03,4175,35.0,35,False
P1075,OmegaWare Earphones New 1,Electronics,2024-01,3338,18.0,18,False
P1075,OmegaWare Earphones New 1,Electronics,2024-02,3338,21.0,21,False
P1075,OmegaWare Earphones New 1,Electronics,2024-03,3338,,10,True
P1076,BetaGear Earphones New 2,Electronics,2024-01,1012,43.0,43,False
P1076,BetaGear Earphones New 2,Electronics,2024-02,1012,41.0,41,False
P1076,BetaGear Earphones New 2,Electronics,2024-03,1012,,34,True
P1077,OmegaWare Earphones New 3,Electronics,2024-01,3843,48.0,48,False
P1077,OmegaWare Earphones New 3,Electronics,2024-02,3843,14.0,14,False
P1077,OmegaWare Earphones New 3,Electronics,2024-03,3843,,31,True
P1078,OmegaWare Earphones New 4,Electronics,2024-01,2794,12.0,12,False
P1078,OmegaWare Earphones New 4,Electronics,2024-02,2794,21.0,21,False
P1078,OmegaWare Earphones New 4,Electronics,2024-03,2794,,35,True
P1079,GammaElectro Earphones New 5,Electronics,2024-01,3244,38.0,38,False
P1079,GammaElectro Earphones New 5,Electronics,2024-02,3244,23.0,23,False
P1079,GammaElectro Earphones New 5,Electronics,2024-03,3244,,37,True
P1080,OmegaWare Mobile New 1,Electronics,2024-01,3618,39.0,39,False
P1080,OmegaWare Mobile New 1,Electronics,2024-02,3618,14.0,14,False
P1080,OmegaWare Mobile New 1,Electronics,2024-03,3618,,21,True
P1081,BetaGear Mobile New 2,Electronics,2024-01,2979,30.0,30,False
P1081,BetaGear Mobile New 2,Electronics,2024-02,2979,48.0,48,False
P1081,BetaGear Mobile New 2,Electronics,2024-03,2979,,45,True
P1082,AlphaTech Mobile New 3,Electronics,2024-01,2257,46.0,46,False
P1082,AlphaTech Mobile New 3,Electronics,2024-02,2257,32.0,32,False
P1082,AlphaTech Mobile New 3,Electronics,2024-03,2257,,19,True
P1083,OmegaWare Mobile New 4,Electronics,2024-01,3349,40.0,40,False
P1083,OmegaWare Mobile New 4,Electronics,2024-02,3349,19.0,19,False
P1083,OmegaWare Mobile New 4,Electronics,2024-03,3349,,28,True
P1084,BetaGear Mobile New 5,Electronics,2024-01,2131,10.0,10,False
P1084,BetaGear Mobile New 5,Electronics,2024-02,2131,14.0,14,False
P1084,BetaGear Mobile New 5,Electronics,2024-03,2131,,13,True
P1085,BetaGear Television New 1,Electronics,2024-01,1395,41.0,41,False
P1085,BetaGear Television New 1,Electronics,2024-02,1395,36.0,36,False
P1085,BetaGear Television New 1,Electronics,2024-03,1395,,29,True
P1086,DeltaTech Television New 2,Electronics,2024-01,4246,42.0,42,False
P1086,DeltaTech Television New 2,Electronics,2024-02,4246,42.0,42,False
P1086,DeltaTech Television New 2,Electronics,2024-03,4246,,46,True
P1087,DeltaTech Television New 3,Electronics,2024-01,4413,38.0,38,False
P1087,DeltaTech Television New 3,Electronics,2024-02,4413,22.0,22,False
P1087,DeltaTech Television New 3,Electronics,2024-03,4413,,21,True
P1088,BetaGear Television New 4,Electronics,2024-01,3046,44.0,44,False
P1088,BetaGear Television New 4,Electronics,2024-02,3046,32.0,32,False
P1088,BetaGear Television New 4,Electronics,2024-03,3046,,26,True
P1089,BetaGear Television New 5,Electronics,2024-01,1275,38.0,38,False
P1089,BetaGear Television New 5,Electronics,2024-02,1275,35.0,35,False
P1089,BetaGear Television New 5,Electronics,2024-03,1275,,19,True
P1090,BetaGear Laptop New 1,Electronics,2024-01,3569,43.0,43,False
P1090,BetaGear Laptop New 1,Electronics,2024-02,3569,16.0,16,False
P1090,BetaGear Laptop New 1,Electronics,2024-03,3569,,13,True
P1091,BetaGear Laptop New 2,Electronics,2024-01,2016,20.0,20,False
P1091,BetaGear Laptop New 2,Electronics,2024-02,2016,38.0,38,False
P1091,BetaGear Laptop New 2,Electronics,2024-03,2016,,45,True
P1092,AlphaTech Laptop New 3,Electronics,2024-01,3848,45.0,45,False
P1092,AlphaTech Laptop New 3,Electronics,2024-02,3848,19.0,19,False
P1092,AlphaTech Laptop New 3,Electronics,2024-03,3848,,46,True
P1093,AlphaTech Laptop New 4,Electronics,2024-01,3467,44.0,44,False
P1093,AlphaTech Laptop New 4,Electronics,2024-02,3467,44.0,44,False
P1093,AlphaTech Laptop New 4,Electronics,2024-03,3467,,45,True
P1094,BetaGear Laptop New 5,Electronics,2024-01,2643,33.0,33,False
P1094,BetaGear Laptop New 5,Electronics,2024-02,2643,32.0,32,False
P1094,BetaGear Laptop New 5,Electronics,2024-03,2643,,41,True
P1095,OmegaWare Smartwatch New 1,Electronics,2024-01,4351,22.0,22,False
P1095,OmegaWare Smartwatch New 1,Electronics,2024-02,4351,32.0,32,False
P1095,OmegaWare Smartwatch New 1,Electronics,2024-03,4351,,34,True
P1096,GammaElectro Smartwatch New 2,Electronics,2024-01,4452,29.0,29,False
P1096,GammaElectro Smartwatch New 2,Electronics,2024-02,4452,34.0,34,False
P1096,GammaElectro Smartwatch New 2,Electronics,2024-03,4452,,31,True
P1097,OmegaWare Smartwatch New 3,Electronics,2024-01,1198,28.0,28,False
P1097,OmegaWare Smartwatch New 3,Electronics,2024-02,1198,45.0,45,False
P1097,OmegaWare Smartwatch New 3,Electronics,2024-03,1198,,21,True
P1098,OmegaWare Smartwatch New 4,Electronics,2024-01,4671,18.0,18,False
P1098,OmegaWare Smartwatch New 4,Electronics,2024-02,4671,16.0,16,False
P1098,OmegaWare Smartwatch New 4,Electronics,2024-03,4671,,37,True
P1099,DeltaTech Smartwatch New 5,Electronics,2024-01,4077,25.0,25,False
P1099,DeltaTech Smartwatch New 5,Electronics,2024-02,4077,14.0,14,False
P1099,DeltaTech Smartwatch New 5,Electronics,2024-03,4077,,44,True
